UNITID,PEO1ISTR,PEO2ISTR,PEO3ISTR,PEO4ISTR,PEO5ISTR,PEO6ISTR,CNTLAFFI,PUBPRIME,PUBSECON,RELAFFIL,LEVEL1,LEVEL2,LEVEL3,LEVEL4,LEVEL5,LEVEL6,LEVEL7,LEVEL8,LEVEL9,LEVEL10,LEVEL11,LEVEL12,OPENADMP,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,APPDATE,XAPPLCNM,APPLCNM,XAPPLCNW,APPLCNW,XADMSSNM,ADMSSNM,XADMSSNW,ADMSSNW,XENRLFTM,ENRLFTM,XENRLFTW,ENRLFTW,XENRLPTM,ENRLPTM,XENRLPTW,ENRLPTW,SATACTDT,XSATNUM,SATNUM,XSATPCT,SATPCT,XACTNUM,ACTNUM,XACTPCT,ACTPCT,XSATVR25,SATVR25,XSATVR75,SATVR75,XSATMT25,SATMT25,XSATMT75,SATMT75,XSATWR25,SATWR25,XSATWR75,SATWR75,XACTCM25,ACTCM25,XACTCM75,ACTCM75,XACTEN25,ACTEN25,XACTEN75,ACTEN75,XACTMT25,ACTMT25,XACTMT75,ACTMT75,CREDITS1,CREDITS2,CREDITS3,CREDITS4,SLO3,SLO5,SLO51,SLO52,SLO53,SLO6,SLO7,SLO8,SLO81,SLO82,SLO83,SLO9,YRSCOLL,STUSRV1,STUSRV2,STUSRV3,STUSRV4,STUSRV8,STUSRV9,LIBFAC,ATHASSOC,ASSOC1,ASSOC2,ASSOC3,ASSOC4,ASSOC5,ASSOC6,SPORT1,CONFNO1,SPORT2,CONFNO2,SPORT3,CONFNO3,SPORT4,CONFNO4,PCTPOST,CALSYS,APFEE,XAPPFEEU,APPLFEEU,XAPPFEEG,APPLFEEG,XAPPFEEP,APPLFEEP,FT_UG,FT_FTUG,FT_GD,FT_FP,PT_UG,PT_FTUG,PT_GD,PT_FP,TUITVARY,ROOM,XROOMCAP,ROOMCAP,BOARD,XMEALSWK,MEALSWK,XROOMAMT,ROOMAMT,XBORDAMT,BOARDAMT,XRMBDAMT,RMBRDAMT,ALLONCAM,XENRLM,ENRLM,XENRLW,ENRLW,XENRLT,ENRLT,XAPPLCN,APPLCN,XADMSSN,ADMSSN,XENRLFT,ENRLFT,XENRLPT,ENRLPT  
101514,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,2,"A",.,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
101541,0,1,0,0,0,0,4,-2,-2,54,0,0,0,0,1,0,0,0,0,0,0,0,2,1,3,1,2,2,3,1,1,4,2,"B",.,"R",282,"B",.,"R",231,"B",.,"R",69,"B",.,"R",0,2,"B",.,"B",.,"R",66,"R",100,"B",.,"B",.,"B",.,"B",.,"B",.,"B",.,"R",17,"R",22,"R",18,"R",23,"R",16,"R",20,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,-2,1,1,1,1,0,0,1,1,0,0,0,1,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,1,"R",32,"A",.,"A",.,1,1,2,2,1,2,2,2,2,1,"R",249,1,"R",20,"R",3938,"R",2626,"A",.,2,"B",.,"R",69,"R",69,"R",282,"R",231,"R",69,"R",0
101569,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,2,"A",.,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
101587,0,1,0,0,0,0,1,2,0,-2,0,0,1,0,1,0,1,0,0,0,0,0,2,1,3,1,2,3,3,1,1,4,2,"R",454,"R",445,"R",339,"R",337,"R",176,"R",174,"R",1,"R",3,2,"R",0,"R",0,"R",354,"R",100,"B",.,"B",.,"B",.,"B",.,"B",.,"B",.,"R",16,"R",21,"R",15,"R",22,"R",15,"R",20,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,146,1,146,1,146,1,146,-2,1,1,"R",20,"R",20,"A",.,1,1,1,2,1,1,1,2,1,1,"R",833,1,"R",19,"R",1460,"R",1858,"A",.,2,"R",177,"R",177,"R",354,"R",899,"R",676,"R",350,"R",4
101602,1,1,-2,1,1,0,1,2,9,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,2,"A",.,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
101648,0,1,-2,0,0,1,1,2,0,-2,0,0,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,-2,1,1,0,0,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,1,"R",40,"A",.,"A",.,1,1,-2,-2,2,2,-2,-2,1,1,"R",600,1,"R",21,"A",.,"A",.,"R",3450,1,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
101675,0,1,0,0,0,0,4,-2,-2,55,0,0,0,0,1,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,161,1,161,1,161,1,161,-2,1,2,"A",.,"A",.,"A",.,1,1,2,2,1,1,2,2,2,1,"R",805,1,"R",19,"R",3000,"R",2200,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
101693,0,1,0,0,0,0,4,-2,-2,75,0,0,1,0,1,0,1,0,0,0,0,0,2,1,2,1,2,3,3,1,1,3,2,"R",173,"R",308,"R",150,"R",263,"R",103,"R",168,"R",4,"R",18,1,"R",38,"R",20,"R",148,"R",80,"R",500,"R",700,"R",500,"R",650,"R",900,"R",1000,"R",19,"R",24,"R",19,"R",26,"R",17,"R",24,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,-2,1,1,0,0,0,0,1,1,0,1,0,0,0,0,2,-2,1,337,1,337,1,337,-2,1,1,"R",30,"R",40,"A",.,1,1,1,2,1,1,1,2,2,1,"R",570,1,"R",21,"R",4000,"R",2790,"A",.,2,"R",107,"R",186,"R",293,"R",481,"R",413,"R",271,"R",22
101709,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,1,1,1,0,0,0,0,2,1,2,1,2,3,3,1,1,3,2,"R",437,"R",955,"R",308,"R",700,"R",144,"R",324,"R",0,"R",11,1,"R",0,"R",0,"R",458,"R",93,"B",.,"B",.,"B",.,"B",.,"B",.,"B",.,"R",19,"R",24,"R",19,"R",25,"R",17,"R",23,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,2,-2,1,146,1,146,1,146,-2,1,1,"R",25,"R",25,"A",.,1,1,1,2,1,1,1,2,1,1,"R",1000,1,"R",21,"R",2634,"R",1450,"A",.,1,"R",144,"R",335,"R",479,"R",1392,"R",1008,"R",468,"R",11
101736,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,2,"A",.,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,1,"R",76,3,"A",.,"R",1675,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
101879,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,0,1,1,0,0,0,0,2,2,2,1,2,3,3,1,1,4,2,"B",.,"B",.,"B",.,"B",.,"R",433,"R",566,"R",11,"R",9,2,"R",24,"R",2,"R",869,"R",85,"R",350,"R",470,"R",435,"R",640,"B",.,"B",.,"R",18,"R",24,"R",17,"R",24,"R",17,"R",23,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,146,1,146,1,146,1,146,-2,1,1,"R",25,"R",25,"A",.,1,1,1,2,1,1,1,2,1,1,"R",1372,2,"A",.,"R",2060,"R",2312,"A",.,2,"R",444,"R",575,"R",1019,"R",1878,"R",1878,"R",999,"R",20
101897,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,2,"A",.,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
101912,0,1,0,0,0,0,4,-2,-2,95,0,0,1,0,1,0,0,0,0,0,0,0,2,1,3,1,2,1,3,1,1,4,1,"R",478,"R",677,"R",269,"R",422,"R",176,"R",230,"R",2,"R",2,1,"R",224,"R",55,"R",244,"R",60,"R",410,"R",520,"R",370,"R",480,"B",.,"B",.,"R",16,"R",21,"R",15,"R",22,"R",15,"R",19,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,1,"R",20,"A",.,"A",.,1,1,2,2,1,1,2,2,2,1,"R",1226,1,"R",19,"R",2884,"R",3944,"A",.,1,"R",178,"R",232,"R",410,"R",1155,"R",691,"R",406,"R",4
101949,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,2,"A",.,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
101958,1,0,-2,0,0,0,2,-2,-2,-2,0,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,1,0,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,2,1,"R",90,"A",.,"A",.,1,1,-2,-2,1,2,-2,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
101994,1,0,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,0,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,2,"A",.,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
102030,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,0,0,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,2,"A",.,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
102049,1,1,1,0,0,0,4,-2,-2,54,0,1,1,0,1,0,1,1,1,1,0,0,2,1,2,1,1,1,3,1,1,3,1,"R",699,"R",1326,"R",603,"R",1189,"R",243,"R",457,"R",1,"R",1,1,"R",344,"R",37,"R",503,"R",72,"R",530,"R",630,"R",530,"R",630,"B",.,"B",.,"R",23,"R",28,"R",22,"R",29,"R",21,"R",27,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,126,1,126,1,126,1,126,-2,4,1,"R",35,"R",25,"R",50,1,1,1,1,1,1,1,1,2,1,"R",1860,1,"R",19,"R",3090,"R",2970,"A",.,2,"R",244,"R",458,"R",702,"R",2025,"R",1792,"R",700,"R",2
102067,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,2,"A",.,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
102076,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,2,"A",.,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,1,"R",83,1,"R",15,"R",1350,"R",1050,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
102094,1,1,1,1,0,0,1,2,0,-2,1,1,0,1,1,1,1,1,1,1,0,0,2,1,3,2,2,3,3,1,1,3,2,"R",1198,"R",1708,"R",1098,"R",1592,"R",578,"R",777,"R",30,"R",48,1,"R",106,"R",8,"R",945,"R",75,"B",.,"B",.,"B",.,"B",.,"B",.,"B",.,"R",19,"R",24,"R",19,"R",26,"R",17,"R",24,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,2,-2,1,134,1,134,1,134,-2,1,1,"R",25,"R",25,"R",50,1,1,1,1,1,1,1,2,1,1,"R",2890,1,"R",16,"R",2468,"R",2260,"A",.,2,"R",608,"R",825,"R",1433,"R",2906,"R",2690,"R",1355,"R",78
102216,1,1,-2,0,1,0,3,-2,-2,-2,0,0,0,1,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,2,1,"R",25,"A",.,"A",.,1,1,-2,-2,1,1,-2,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
102234,1,1,1,0,0,0,4,-2,-2,30,1,1,1,0,1,1,1,0,0,0,0,0,2,1,2,1,2,1,3,1,1,3,2,"R",1020,"R",1917,"R",559,"R",1010,"R",117,"R",233,"R",0,"R",0,2,"R",102,"R",29,"R",323,"R",92,"R",500,"R",623,"R",498,"R",600,"B",.,"B",.,"R",21,"R",26,"R",22,"R",28,"R",20,"R",26,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,0,1,0,0,0,0,2,-2,1,337,1,337,1,337,-2,1,1,"R",25,"R",25,"A",.,1,1,1,2,1,1,1,2,2,1,"R",919,2,"A",.,"R",4200,"R",3920,"A",.,2,"R",117,"R",233,"R",350,"R",2937,"R",1569,"R",350,"R",0
102261,0,1,0,0,0,0,3,-2,-2,-2,0,1,1,0,1,0,0,0,0,0,0,0,2,1,3,1,3,1,3,1,1,3,2,"R",74,"R",77,"R",28,"R",32,"R",23,"R",24,"R",5,"R",8,2,"R",4,"R",12,"R",28,"R",88,"R",560,"R",570,"R",520,"R",560,"B",.,"B",.,"R",17,"R",23,"R",16,"R",22,"R",16,"R",22,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,0,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,1,"R",30,"A",.,"A",.,1,1,2,2,1,1,2,2,2,1,"R",98,3,"A",.,"R",2200,"A",.,"A",.,2,"R",28,"R",32,"R",60,"R",151,"R",60,"R",47,"R",13
102270,0,1,0,0,0,0,4,-2,-2,66,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,2,1,1,1,1,3,2,"R",1012,"R",1134,"R",377,"R",440,"R",143,"R",141,"R",2,"R",3,2,"R",53,"R",18,"R",134,"R",46,"R",350,"R",440,"R",310,"R",410,"B",.,"B",.,"R",14,"R",18,"R",13,"R",19,"R",14,"R",17,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,161,1,161,1,161,1,161,-2,1,1,"R",50,"A",.,"A",.,1,1,2,2,1,1,2,2,2,1,"R",950,1,"R",20,"R",2640,"R",2830,"A",.,1,"R",145,"R",144,"R",289,"R",2146,"R",817,"R",284,"R",5
102298,0,1,0,0,0,0,4,-2,-2,76,0,0,0,0,1,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,1,"R",25,"A",.,"A",.,1,1,2,2,1,1,2,2,2,1,"R",400,1,"R",21,"A",.,"A",.,"R",4140,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
102313,1,0,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,2,"A",.,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
102368,1,1,1,0,1,0,1,2,0,-2,0,0,1,0,1,0,1,1,0,0,0,0,2,1,3,1,2,3,3,1,1,2,1,"R",2297,"R",2461,"R",1771,"R",2095,"R",645,"R",789,"R",419,"R",397,1,"R",106,"R",5,"R",981,"R",44,"B",.,"B",.,"B",.,"B",.,"B",.,"B",.,"R",17,"R",23,"R",17,"R",24,"R",16,"R",22,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,134,1,134,1,134,1,134,-2,1,1,"R",30,"R",50,"A",.,1,1,1,2,1,1,1,2,1,1,"R",1525,1,"R",19,"R",2350,"R",2570,"A",.,2,"R",1064,"R",1186,"R",2250,"R",4758,"R",3866,"R",1434,"R",816
102377,1,1,1,1,1,0,3,-2,-2,-2,0,0,0,0,1,0,1,0,1,1,0,0,2,1,2,1,2,2,2,1,1,4,1,"R",845,"R",1120,"R",676,"R",907,"R",378,"R",352,"R",4,"R",3,1,"R",405,"R",55,"R",442,"R",60,"R",390,"R",510,"R",390,"R",510,"R",380,"R",500,"R",17,"R",21,"R",18,"R",20,"R",17,"R",20,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,161,1,161,1,161,1,161,-2,1,1,"R",25,"R",25,"R",25,1,1,1,1,1,1,1,1,2,1,"R",2040,2,"A",.,"A",.,"A",.,"R",6460,1,"R",382,"R",355,"R",737,"R",1965,"R",1583,"R",730,"R",7
102395,0,1,0,0,0,0,3,-2,-2,-2,0,0,0,0,1,0,1,0,1,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,1,"R",100,"R",50,"A",.,1,2,1,2,1,2,1,2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
102429,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,2,"A",.,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,1,"R",218,3,"A",.,"R",1350,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
102553,1,1,1,1,1,0,1,2,0,-2,1,1,1,1,1,1,1,1,0,0,0,0,2,2,2,1,3,3,3,2,1,3,2,"R",1555,"R",1875,"R",1119,"R",1375,"R",615,"R",736,"R",159,"R",233,2,"R",767,"R",44,"R",361,"R",21,"R",440,"R",570,"R",440,"R",570,"R",440,"R",570,"R",18,"R",25,"R",17,"R",24,"R",17,"R",25,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,2,-2,1,213,2,-2,1,213,-2,1,1,"R",40,"R",45,"A",.,1,1,1,2,1,1,1,2,1,1,"R",956,2,"A",.,"R",4700,"R",2800,"A",.,2,"R",774,"R",969,"R",1743,"R",3430,"R",2494,"R",1351,"R",392
