unitid,peo1istr,peo2istr,peo3istr,peo4istr,peo5istr,peo6istr,cntlaffi,pubprime,pubsecon,relaffil,level1,level2,level3,level4,level5,level6,level7,level8,level9,level10,level11,level12,fopna,fopna1,fopna2,accrd1,accrd2,regaccrd,accrd3,accrd4,saccr,openadmp,admcon1,admcon2,admcon3,admcon4,admcon5,admcon6,admcon7,admcon8,appdate,"xapplcnm",applcnm,"xapplcnw",applcnw,"xadmssnm",admssnm,"xadmssnw",admssnw,"xenrlftm",enrlftm,"xenrlftw",enrlftw,"xenrlptm",enrlptm,"xenrlptw",enrlptw,satactdt,"xsatnum",satnum,"xsatpct",satpct,"xactnum",actnum,"xactpct",actpct,"xsatvr25",satvr25,"xsatvr75",satvr75,"xsatmt25",satmt25,"xsatmt75",satmt75,"xactcm25",actcm25,"xactcm75",actcm75,"xacten25",acten25,"xacten75",acten75,"xactmt25",actmt25,"xactmt75",actmt75,credits1,credits2,credits3,credits4,slo1,slo2,slo3,slo4,slo5,slo51,slo52,slo53,slo6,slo7,slo8,slo81,slo82,slo83,slo9,yrscoll,stusrv1,stusrv2,stusrv3,stusrv4,stusrv8,stusrv9,libfac,athassoc,assoc1,assoc2,assoc3,assoc4,assoc5,assoc6,sport1,confno1,sport2,confno2,sport3,confno3,sport4,confno4,insttoyr,pctpost,calsys,apfee,"xappfeeu",applfeeu,"xappfeeg",applfeeg,"xappfeep",applfeep,ft_ug,ft_ftug,ft_gd,ft_fp,pt_ug,pt_ftug,pt_gd,tuitvary,room,"xroomcap",roomcap,board,"xmealswk",mealswk,"xroomamt",roomamt,"xbordamt",boardamt,"xrmbdamt",rmbrdamt,"xenrlm",enrlm,"xenrlw",enrlw,"xenrlt",enrlt,"xapplcn",applcn,"xadmssn",admssn,"xenrlft",enrlft,"xenrlpt",enrlpt
100636,1,1,-2,0,0,0,1,1,9,-2,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,8,0,0,1,2,3,3,2,3,1,3,1,3,-1,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,3,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,0,0,1,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",,"A",,"A",,1,1,2,-2,1,1,2,2,2,"A",,2,"A",,"A",,"R",0,"A",,"B",,"B",,"B",,"B",,"B",,"B",,"B",
100654,1,1,1,1,0,0,1,2,0,-2,0,0,0,0,1,0,1,1,1,0,0,0,2,0,0,1,1,8,1,0,1,2,1,2,1,2,3,2,1,1,2,"R",3365,"R",4930,"R",1569,"R",2128,"R",614,"R",673,"R",6,"R",8,2,"B",,"B",,"R",1167,"R",91,"B",,"B",,"B",,"B",,"R",16,"R",19,"R",14,"R",20,"R",15,"R",18,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,133,1,133,1,133,1,133,-2,-2,1,1,"R",10,"R",25,"A",,1,1,1,2,1,1,1,1,1,"R",2843,1,"R",21,"R",2600,"R",1900,"A",,"R",620,"R",681,"R",1301,"R",8295,"R",3697,"R",1287,"R",14
100663,0,1,1,0,0,0,1,2,0,-2,0,1,0,0,1,1,1,1,1,1,0,0,2,0,0,1,1,8,1,0,1,2,1,3,1,2,3,3,1,3,2,"R",1802,"R",2928,"R",1408,"R",2399,"R",573,"R",1046,"R",42,"R",47,2,"R",141,"R",8,"R",1501,"R",88,"B",,"B",,"B",,"B",,"R",19,"R",24,"R",18,"R",25,"R",17,"R",23,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,111,1,111,1,111,1,111,-2,-2,1,1,"R",25,"R",35,"R",65,1,1,1,1,1,1,1,1,1,"R",2856,3,"A",,"R",2760,"A",,"A",,"R",615,"R",1093,"R",1708,"R",4730,"R",3807,"R",1619,"R",89
100690,0,1,1,0,0,0,4,-2,-2,74,0,1,0,1,1,0,1,0,1,1,0,0,2,0,0,0,1,8,1,0,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,1,"R",50,"R",50,"R",50,1,1,1,1,1,1,1,2,2,"A",,3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
100706,0,1,1,1,0,0,1,2,0,-2,0,0,0,0,1,1,1,1,1,0,0,0,2,0,0,1,1,8,1,0,1,2,1,3,1,2,3,3,1,1,2,"R",866,"R",919,"R",775,"R",788,"R",402,"R",372,"R",12,"R",12,2,"R",250,"R",31,"R",730,"R",91,"R",520,"R",630,"R",510,"R",630,"R",22,"R",27,"R",21,"R",28,"R",20,"R",26,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,2,-2,1,146,1,146,1,146,-2,-2,1,1,"R",20,"R",35,"A",,1,1,1,2,1,1,1,1,1,"R",1042,2,"A",,"R",3500,"R",2880,"A",,"R",414,"R",384,"R",798,"R",1785,"R",1563,"R",774,"R",24
100724,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,8,1,0,1,2,1,3,1,2,3,3,1,1,2,"R",4298,"R",7164,"R",1868,"R",3911,"R",538,"R",649,"R",36,"R",26,3,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,133,1,133,1,133,1,133,-2,-2,1,1,"R",0,"R",10,"A",,1,1,1,2,1,1,1,1,1,"R",2330,1,"R",19,"A",,"A",,"R",3600,"R",574,"R",675,"R",1249,"R",11462,"R",5779,"R",1187,"R",62
100733,1,1,1,1,1,0,1,2,0,-2,1,1,1,0,1,1,1,1,1,1,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
100751,1,1,1,1,1,1,1,2,0,-2,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,8,1,0,1,2,1,2,1,1,3,3,1,1,2,"R",3672,"R",4626,"R",3147,"R",4047,"R",1342,"R",1710,"R",14,"R",11,2,"R",1036,"R",34,"R",2740,"R",89,"B",,"B",,"B",,"B",,"R",21,"R",26,"R",21,"R",28,"R",19,"R",26,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,130,1,130,1,130,1,130,-2,-2,1,1,"R",25,"R",25,"R",25,1,1,1,1,1,1,1,1,1,"R",4348,2,"A",,"R",2788,"R",2118,"A",,"R",1356,"R",1721,"R",3077,"R",8298,"R",7194,"R",3052,"R",25
100760,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,8,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,0,0,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",,"A",,"A",,1,1,2,-2,1,1,2,1,2,"A",,3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
100812,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,8,0,0,1,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,1,1,0,0,1,1,0,1,0,0,0,0,2,-2,1,335,2,-2,2,-2,-2,-2,1,1,"R",30,"A",,"A",,1,2,2,2,1,2,2,1,1,"R",77,3,"A",,"R",900,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
100830,0,1,1,0,0,0,1,2,0,-2,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,8,1,0,1,2,1,3,1,2,1,3,1,1,2,"R",362,"R",600,"R",358,"R",596,"R",259,"R",459,"R",81,"R",107,2,"B",,"B",,"R",728,"R",80,"B",,"B",,"B",,"B",,"R",17,"R",22,"R",16,"R",23,"R",16,"R",21,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,-2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,2,-2,1,334,1,334,2,-2,-2,-2,1,1,"R",25,"R",25,"A",,1,1,1,2,1,1,1,1,1,"R",952,2,"A",,"R",2400,"R",2490,"A",,"R",340,"R",566,"R",906,"R",962,"R",954,"R",718,"R",188
100858,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,0,1,1,1,1,0,0,2,0,0,1,1,8,0,0,1,2,1,2,1,2,2,3,1,1,2,"R",5745,"R",6694,"R",4384,"R",5269,"R",1724,"R",1960,"R",11,"R",11,2,"R",1071,"R",29,"R",2634,"R",71,"R",510,"R",600,"R",520,"R",620,"R",22,"R",27,"R",21,"R",28,"R",20,"R",26,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,130,1,130,1,130,1,130,-2,-2,1,1,"R",25,"R",25,"R",25,1,1,1,1,1,1,1,1,1,"R",3114,2,"A",,"R",2500,"R",3470,"A",,"R",1735,"R",1971,"R",3706,"R",12439,"R",9653,"R",3684,"R",22
100919,1,0,-2,0,0,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,-2,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",,"A",,"A",,1,1,2,-2,1,1,2,1,2,"A",,3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
100937,0,1,0,0,0,0,4,-2,-2,71,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,1,8,1,0,1,2,1,1,1,4,1,4,1,1,2,"R",438,"R",642,"R",381,"R",575,"R",143,"R",213,"R",0,"R",0,2,"R",218,"R",61,"R",304,"R",85,"R",540,"R",650,"R",540,"R",640,"R",24,"R",30,"R",24,"R",30,"R",24,"R",29,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,2,-2,1,106,1,106,1,106,-2,-2,4,1,"R",25,"R",25,"A",,1,1,1,2,1,2,1,2,1,"R",1318,2,"A",,"R",4102,"R",3100,"A",,"R",143,"R",213,"R",356,"R",1080,"R",956,"R",356,"R",0
100973,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,8,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",,"A",,"A",,1,1,2,-2,1,1,2,1,2,"A",,3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
101028,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,8,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,0,0,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",,"A",,"A",,1,1,2,-2,1,1,2,1,2,"A",,3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
101073,0,1,0,0,0,0,4,-2,-2,68,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,1,8,1,0,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,-2,1,1,1,1,1,0,1,1,0,0,0,1,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,1,"R",10,"A",,"A",,1,1,2,2,1,1,2,2,1,"R",340,1,"R",20,"R",1200,"R",2000,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
101107,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,-2,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",,"A",,"A",,1,1,2,-2,1,1,2,1,2,"A",,3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
101116,0,1,0,0,0,0,2,-2,-2,-2,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,1,8,0,0,1,2,3,3,1,3,3,3,1,1,1,"R",14,"R",33,"R",14,"R",33,"R",10,"R",24,"R",4,"R",8,3,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,2,1,"R",25,"A",,"A",,1,1,2,2,1,1,2,2,2,"A",,3,"A",,"A",,"A",,"A",,"R",14,"R",32,"R",46,"R",47,"R",47,"R",34,"R",12
101143,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,8,0,0,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",,"A",,"A",,1,1,2,-2,1,1,2,1,2,"A",,3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
101161,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,8,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",,"A",,"A",,1,1,2,-2,1,1,2,1,1,"R",277,1,"R",15,"A",,"A",,"R",2965,"A",,"A",,"A",,"A",,"A",,"A",,"A",
101189,1,1,1,0,0,0,4,-2,-2,74,0,0,1,0,1,0,1,0,0,1,0,0,2,0,0,0,1,8,0,0,2,2,2,2,1,2,2,2,1,1,2,"R",235,"R",337,"R",138,"R",178,"R",77,"R",89,"R",5,"R",5,3,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,-2,1,1,1,1,0,0,1,1,0,1,0,0,1,0,2,-2,1,334,1,334,1,334,-2,-2,1,1,"R",10,"R",25,"R",25,1,1,1,1,1,1,1,2,1,"R",412,1,"R",20,"R",2250,"R",2500,"A",,"R",82,"R",94,"R",176,"R",572,"R",316,"R",166,"R",10
101198,0,1,-2,0,0,0,4,-2,-2,48,0,0,1,0,0,0,0,0,0,0,0,0,2,0,-2,0,1,8,0,0,2,2,3,3,1,3,3,3,1,1,2,"R",4,"R",14,"R",4,"R",14,"R",3,"R",10,"R",1,"R",4,3,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,0,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,2,1,"R",25,"A",,"A",,1,1,-2,-2,1,1,-2,2,2,"A",,3,"A",,"A",,"A",,"A",,"R",4,"R",14,"R",18,"R",18,"R",18,"R",13,"R",5
101213,0,1,-2,0,0,0,4,-2,-2,74,0,0,1,0,0,0,0,0,0,0,0,0,2,0,-2,0,1,8,0,0,2,2,3,3,1,3,3,3,1,1,2,"R",14,"R",22,"R",12,"R",21,"R",9,"R",4,"R",3,"R",17,3,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,0,0,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,1,"R",25,"A",,"A",,1,1,-2,-2,1,1,-2,2,2,"A",,3,"A",,"A",,"A",,"A",,"R",12,"R",21,"R",33,"R",36,"R",33,"R",13,"R",20
101231,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,-2,-2,-2,0,2,0,-2,1,0,-2,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,"R",35,"A",,"A",,1,1,-2,-2,2,2,-2,2,2,"A",,3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
101240,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,8,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",,"A",,"A",,1,1,2,-2,1,1,2,1,1,"R",110,1,"R",15,"A",,"A",,"R",2350,"A",,"A",,"A",,"A",,"A",,"A",,"A",
101268,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,-2,-2,-2,0,2,0,-2,1,0,-2,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,1,"R",35,"A",,"A",,1,1,-2,-2,2,2,-2,-2,2,"A",,3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
101286,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,8,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",,"A",,"A",,1,1,2,-2,1,1,2,1,2,"A",,3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
101295,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,8,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",,"A",,"A",,1,1,2,-2,1,1,2,1,1,"R",199,3,"A",,"R",1450,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
101301,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,8,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",,"A",,"A",,1,1,2,-2,1,1,2,1,2,"A",,3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
101347,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,8,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",,"A",,"A",,1,1,2,-2,1,1,2,1,2,"A",,3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
101365,0,1,0,0,0,0,2,-2,-2,-2,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,-2,0,0,1,2,3,3,3,3,3,3,3,1,2,"R",78,"R",74,"R",51,"R",40,"R",44,"R",35,"R",7,"R",5,3,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",,"A",,"A",,1,1,2,2,1,1,2,2,2,"A",,3,"A",,"A",,"A",,"A",,"R",51,"R",40,"R",91,"R",152,"R",91,"R",79,"R",12
101435,0,1,0,0,0,0,4,-2,-2,71,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,1,8,1,0,1,2,1,3,1,2,2,3,1,1,2,"R",767,"R",341,"R",375,"R",273,"R",125,"R",76,"R",0,"R",0,2,"R",36,"R",15,"R",182,"R",90,"R",510,"R",600,"R",500,"R",600,"R",21,"R",25,"R",20,"R",26,"R",19,"R",24,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,335,1,335,1,335,1,335,-2,-2,4,1,"R",25,"A",,"A",,1,1,2,2,1,1,2,2,1,"R",519,1,"R",20,"A",,"A",,"R",5940,"R",125,"R",76,"R",201,"R",1108,"R",648,"R",201,"R",0
101453,0,1,0,0,0,0,4,-2,-2,74,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,1,0,-2,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,1,1,1,1,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,1,"R",25,"R",25,"A",,1,1,1,2,1,1,1,2,1,"R",25,3,"A",,"R",1500,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
