unitid,peo1istr,peo2istr,peo3istr,peo4istr,peo5istr,peo6istr,cntlaffi,pubprime,pubsecon,relaffil,level1,level2,level3,level4,level5,level6,level7,level8,level9,level10,level11,level12,fopna,fopna1,fopna2,accrd1,accrd2,regaccrd,accrd3,accrd4,saccr,openadmp,admcon1,admcon2,admcon3,admcon4,admcon5,admcon6,admcon7,admcon8,appdate,"xapplcnm",applcnm,"xapplcnw",applcnw,"xadmssnm",admssnm,"xadmssnw",admssnw,"xenrlftm",enrlftm,"xenrlftw",enrlftw,"xenrlptm",enrlptm,"xenrlptw",enrlptw,satactdt,"xsatnum",satnum,"xsatpct",satpct,"xactnum",actnum,"xactpct",actpct,"xsatvr25",satvr25,"xsatvr75",satvr75,"xsatmt25",satmt25,"xsatmt75",satmt75,"xactcm25",actcm25,"xactcm75",actcm75,"xacten25",acten25,"xacten75",acten75,"xactmt25",actmt25,"xactmt75",actmt75,credits1,credits2,credits3,credits4,slo1,slo2,slo3,slo4,slo5,slo51,slo52,slo53,slo6,slo7,slo8,slo81,slo82,slo83,slo9,yrscoll,stusrv1,stusrv2,stusrv3,stusrv4,stusrv8,stusrv9,libfac,athassoc,assoc1,assoc2,assoc3,assoc4,assoc5,assoc6,sport1,confno1,sport2,confno2,sport3,confno3,sport4,confno4,insttoyr,pctpost,calsys,apfee,"xappfeeu",applfeeu,"xappfeeg",applfeeg,"xappfeep",applfeep,ft_ug,ft_ftug,ft_gd,ft_fp,pt_ug,pt_ftug,pt_gd,tuitvary,room,"xroomcap",roomcap,board,"xmealswk",mealswk,"xroomamt",roomamt,"xbordamt",boardamt,"xrmbdamt",rmbrdamt,"xenrlm",enrlm,"xenrlw",enrlw,"xenrlt",enrlt,"xapplcn",applcn,"xadmssn",admssn,"xenrlft",enrlft,"xenrlpt",enrlpt
152275,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,-2,-2,-2,0,2,0,-2,1,0,-2,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,-2,0,1,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,1,"R",100,"A",,"A",,1,1,-2,-2,1,1,-2,-2,2,"A",,3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
152309,1,0,-2,0,0,0,2,-2,-2,-2,0,1,0,0,-2,-2,-2,-2,-2,-2,-2,0,2,0,-2,1,0,-2,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,1,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,1,"R",100,"A",,"A",,1,1,-2,-2,1,1,-2,-2,2,"A",,3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
152318,0,1,1,0,0,0,3,-2,-2,-2,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,6,1,0,2,2,3,2,1,1,1,3,1,2,2,"R",2539,"R",649,"R",1771,"R",490,"R",426,"R",64,"R",0,"R",0,2,"R",411,"R",83,"B",,"B",,"R",570,"R",680,"R",640,"R",730,"B",,"B",,"B",,"B",,"B",,"B",,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,198,1,198,1,198,1,198,-2,-2,2,1,"R",40,"R",0,"A",,1,1,1,2,1,2,1,2,1,"R",882,1,"R",18,"R",3840,"R",2880,"A",,"R",426,"R",64,"R",490,"R",3188,"R",2261,"R",490,"R",0
152327,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,-2,-2,-2,0,2,0,-2,1,0,-2,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,0,0,0,0,1,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,1,"R",100,"A",,"A",,1,1,-2,-2,1,1,-2,-2,2,"A",,3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
152336,0,1,0,0,0,0,4,-2,-2,30,1,0,1,0,1,0,1,1,0,0,0,0,2,0,0,1,1,5,1,0,1,2,1,2,1,2,2,2,1,1,2,"R",384,"R",550,"R",282,"R",412,"R",124,"R",202,"R",5,"R",22,2,"R",294,"R",83,"R",129,"R",36,"R",430,"R",530,"R",430,"R",530,"R",18,"R",22,"R",16,"R",22,"R",16,"R",22,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,-2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,342,1,305,1,305,1,305,-2,-2,1,1,"R",20,"R",20,"A",,1,1,1,2,1,1,1,2,1,"R",250,2,"A",,"A",,"A",,"R",5450,"R",129,"R",224,"R",353,"R",934,"R",694,"R",326,"R",27
152363,0,1,0,0,0,0,4,-2,-2,30,1,0,1,0,1,0,1,0,0,0,0,0,2,0,0,1,1,5,1,0,1,2,1,2,1,2,2,3,1,1,2,"R",641,"R",528,"R",470,"R",415,"R",147,"R",112,"R",0,"R",0,2,"R",140,"R",54,"R",115,"R",44,"R",440,"R",550,"R",435,"R",550,"R",18,"R",25,"R",16,"R",25,"R",17,"R",24,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,318,1,145,1,145,1,145,-2,-2,1,1,"R",25,"B",,"A",,1,1,1,2,1,1,1,2,1,"R",855,1,"R",20,"R",2740,"R",3450,"A",,"R",147,"R",112,"R",259,"R",1169,"R",885,"R",259,"R",0
152381,0,1,0,0,0,0,4,-2,-2,30,0,1,1,0,1,0,1,0,0,0,0,0,2,0,0,1,1,5,0,0,1,2,1,2,1,2,1,2,1,1,2,"R",0,"R",495,"R",0,"R",410,"R",0,"R",130,"R",0,"R",0,2,"R",94,"R",72,"R",34,"R",26,"R",450,"R",550,"R",450,"R",580,"R",20,"R",25,"B",,"B",,"B",,"B",,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,-2,1,1,1,1,1,0,1,1,0,0,0,0,0,1,2,-2,2,-2,2,-2,2,-2,-2,-2,1,1,"R",30,"R",35,"A",,1,1,2,2,1,1,1,2,1,"R",375,1,"R",19,"R",2440,"R",3810,"A",,"R",0,"R",130,"R",130,"R",495,"R",410,"R",130,"R",0
152390,0,1,0,0,0,0,4,-2,-2,30,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,5,1,0,1,2,1,1,1,1,1,3,1,1,2,"R",0,"R",1014,"R",0,"R",828,"R",0,"R",402,"R",0,"R",0,2,"R",306,"R",76,"R",269,"R",67,"R",510,"R",610,"R",510,"R",610,"R",22,"R",27,"R",22,"R",28,"R",21,"R",27,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,-2,0,1,1,1,1,0,1,1,1,0,0,0,0,0,2,-2,1,180,2,-2,1,180,-2,-2,1,1,"R",30,"A",,"A",,1,1,2,2,1,2,1,2,1,"R",1318,2,"A",,"R",4357,"R",2932,"A",,"R",0,"R",402,"R",402,"R",1014,"R",828,"R",402,"R",0
152415,1,0,-2,0,0,0,2,-2,-2,-2,0,1,1,0,0,0,0,0,0,0,0,0,2,0,-2,1,0,-2,1,0,1,2,3,3,3,3,3,2,1,3,1,"R",7,"R",53,"R",7,"R",53,"R",2,"R",36,"R",0,"R",3,3,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,2,1,"R",20,"A",,"A",,1,1,-2,-2,1,1,-2,2,2,"A",,3,"A",,"A",,"A",,"A",,"R",2,"R",39,"R",41,"R",60,"R",60,"R",38,"R",3
152424,1,0,-2,0,0,0,2,-2,-2,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,0,-2,1,0,-2,1,0,1,2,3,3,3,3,3,2,1,3,1,"R",13,"R",52,"R",10,"R",46,"R",10,"R",46,"R",0,"R",0,3,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,2,1,"R",20,"A",,"A",,1,1,-2,-2,1,1,-2,2,2,"A",,3,"A",,"A",,"A",,"A",,"R",10,"R",46,"R",56,"R",65,"R",56,"R",56,"R",0
152451,0,1,1,0,0,0,4,-2,-2,30,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,5,0,0,1,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,0,0,0,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,4,2,"A",,"A",,"A",,2,2,1,1,2,2,1,2,1,"R",90,1,"R",21,"A",,"A",,"R",7120,"A",,"A",,"A",,"A",,"A",,"A",,"A",
152497,0,1,-2,0,0,0,4,-2,-2,30,0,0,0,1,0,0,0,0,0,0,0,0,2,0,-2,1,0,-2,1,0,1,2,1,3,1,2,2,3,1,1,2,"R",4,"R",44,"R",0,"R",28,"R",0,"R",27,"R",0,"R",1,2,"R",18,"R",64,"R",11,"R",39,"R",420,"R",540,"R",440,"R",540,"B",,"B",,"B",,"B",,"B",,"B",,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,1,"R",25,"A",,"A",,1,1,-2,-2,1,1,-2,2,1,"R",20,1,"R",20,"R",2740,"R",3450,"A",,"R",0,"R",28,"R",28,"R",48,"R",28,"R",27,"R",1
152530,0,1,0,0,0,0,4,-2,-2,42,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,1,1,6,1,0,1,2,1,1,1,1,1,3,1,1,2,"R",520,"R",792,"R",445,"R",655,"R",198,"R",272,"R",0,"R",0,2,"R",300,"R",64,"R",315,"R",67,"R",540,"R",660,"R",520,"R",650,"R",23,"R",28,"R",23,"R",29,"R",22,"R",28,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,-2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,342,1,305,1,305,1,305,-2,-2,4,1,"R",25,"B",,"A",,1,1,1,2,1,2,1,2,1,"R",1453,1,"R",21,"R",2572,"R",2720,"A",,"R",198,"R",272,"R",470,"R",1312,"R",1100,"R",470,"R",0
152567,0,1,0,0,0,0,3,-2,-2,-2,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,1,1,5,1,0,2,2,1,1,1,2,2,3,1,2,2,"R",1310,"R",542,"R",955,"R",375,"R",253,"R",73,"R",2,"R",7,2,"R",190,"R",56,"R",149,"R",44,"R",470,"R",580,"R",500,"R",630,"R",20,"R",26,"R",19,"R",25,"R",20,"R",27,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,308,1,308,1,308,1,308,-2,-2,1,1,"R",20,"R",100,"A",,1,1,1,2,1,1,1,2,1,"R",561,1,"R",19,"A",,"A",,"R",5600,"R",255,"R",80,"R",335,"R",1852,"R",1330,"R",326,"R",9
152600,1,1,1,1,0,0,4,-2,-2,68,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,5,1,0,1,2,3,2,1,2,2,2,1,1,2,"R",1846,"R",1730,"R",1651,"R",1278,"R",393,"R",400,"R",1,"R",1,2,"R",453,"R",57,"R",578,"R",73,"R",520,"R",640,"R",530,"R",650,"R",23,"R",29,"R",23,"R",30,"R",23,"R",29,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,129,1,120,1,120,1,120,-2,-2,1,1,"R",30,"R",30,"R",40,1,1,1,1,1,1,1,2,1,"R",1955,2,"A",,"R",3480,"R",2000,"A",,"R",394,"R",401,"R",795,"R",3576,"R",2929,"R",793,"R",2
152628,1,0,-2,0,0,0,2,-2,-2,-2,0,1,0,0,-2,-2,-2,-2,-2,-2,-2,0,2,0,-2,1,0,-2,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,2,"A",,"A",,"A",,1,1,-2,-2,1,1,-2,-2,2,"A",,3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
152637,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,5,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,1,"R",20,"A",,"A",,1,1,2,-2,1,1,2,1,1,"R",1824,1,"R",19,"A",,"A",,"R",5500,"A",,"A",,"A",,"A",,"A",,"A",,"A",
152673,0,1,0,0,0,0,3,-2,-2,-2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,5,1,0,2,2,1,1,1,3,1,3,1,1,2,"R",1299,"R",0,"R",647,"R",0,"R",238,"R",0,"R",0,"R",0,2,"R",219,"R",92,"R",109,"R",46,"R",520,"R",625,"R",540,"R",660,"R",23,"R",28,"R",21,"R",27,"R",24,"R",29,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,189,1,189,1,189,1,189,-2,-2,1,1,"R",100,"A",,"A",,1,1,2,2,2,2,2,2,1,"R",230,2,"A",,"R",2485,"R",4232,"A",,"R",238,"R",0,"R",238,"R",1299,"R",647,"R",238,"R",0
152798,0,1,0,0,0,0,3,-2,-2,-2,0,0,1,0,1,0,1,1,0,0,0,0,2,0,0,1,1,5,1,0,1,2,1,1,1,3,1,3,1,1,2,"R",4,"R",63,"R",3,"R",42,"R",3,"R",30,"R",0,"R",0,2,"R",0,"R",0,"R",33,"R",100,"B",,"B",,"B",,"B",,"R",19,"R",22,"R",18,"R",22,"R",17,"R",23,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,1,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,1,"R",50,"R",50,"A",,1,1,1,2,1,1,1,2,2,"A",,3,"A",,"A",,"A",,"A",,"R",3,"R",30,"R",33,"R",67,"R",45,"R",33,"R",0
152822,1,1,-2,0,0,0,3,-2,-2,-2,0,1,1,0,0,0,0,0,0,0,0,0,2,0,-2,0,1,5,1,0,2,2,1,1,1,3,3,3,2,1,2,"R",158,"R",388,"R",111,"R",294,"R",69,"R",165,"R",3,"R",13,2,"B",,"B",,"R",222,"R",73,"B",,"B",,"B",,"B",,"R",22,"R",25,"R",16,"R",22,"R",16,"R",23,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,2,1,"R",25,"A",,"A",,1,1,-2,-2,1,1,-2,2,1,"R",525,3,"A",,"R",2670,"A",,"A",,"R",72,"R",178,"R",250,"R",546,"R",405,"R",234,"R",16
152992,0,1,0,0,0,0,4,-2,-2,30,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,1,1,5,1,0,1,2,1,2,1,2,2,3,1,1,2,"R",549,"R",748,"R",425,"R",615,"R",115,"R",138,"R",1,"R",0,2,"R",9,"R",4,"R",245,"R",96,"R",450,"R",490,"R",440,"R",550,"R",19,"R",23,"R",17,"R",23,"R",17,"R",24,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,-2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,311,1,311,1,311,1,311,-2,-2,3,1,"R",20,"R",25,"A",,1,1,1,2,1,1,1,2,1,"R",581,2,"A",,"R",2655,"R",2790,"A",,"R",116,"R",138,"R",254,"R",1297,"R",1040,"R",253,"R",1
153001,0,1,0,0,0,0,4,-2,-2,66,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,1,5,1,0,2,2,1,1,2,2,2,2,1,1,2,"R",632,"R",701,"R",538,"R",587,"R",185,"R",193,"B",,"B",,2,"B",,"B",,"R",370,"R",98,"B",,"B",,"B",,"B",,"R",20,"R",25,"R",18,"R",25,"R",18,"R",25,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,176,1,176,1,176,1,176,-2,-2,4,2,"A",,"A",,"A",,1,1,1,2,1,1,2,2,1,"R",1137,2,"A",,"R",2786,"R",2758,"A",,"R",185,"R",193,"R",378,"R",1333,"R",1125,"R",378,"B",
153038,1,0,-2,0,0,0,2,-2,-2,-2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,-2,1,0,-2,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,3,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,7,2,"A",,"A",,"A",,1,1,-2,-2,1,1,-2,-2,2,"A",,3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
153074,1,1,-2,0,0,0,2,-2,-2,-2,1,1,0,1,0,0,0,0,0,0,0,0,2,0,-2,1,0,-2,1,0,1,2,1,3,1,3,1,3,3,3,2,"R",4,"R",66,"R",4,"R",66,"R",4,"R",64,"R",0,"R",0,3,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,0,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,1,"R",50,"A",,"A",,1,1,-2,-2,2,2,-2,2,2,"A",,3,"A",,"A",,"A",,"A",,"R",4,"R",64,"R",68,"R",70,"R",70,"R",68,"R",0
153083,1,1,-2,0,0,0,2,-2,-2,-2,1,1,0,1,0,0,0,0,0,0,0,0,2,0,-2,1,0,-2,1,0,1,2,1,3,1,3,1,3,3,3,2,"R",4,"R",108,"R",0,"R",102,"R",0,"R",102,"R",0,"R",0,3,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,0,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,1,"R",50,"A",,"A",,1,1,-2,-2,2,2,-2,2,2,"A",,3,"A",,"A",,"A",,"A",,"R",0,"R",102,"R",102,"R",112,"R",102,"R",102,"R",0
153092,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,1,0,0,0,0,0,0,0,0,2,0,-2,1,0,-2,0,0,1,2,2,2,2,2,2,3,3,3,1,"R",7,"R",16,"R",4,"R",13,"R",4,"R",13,"R",0,"R",0,3,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,7,1,"R",100,"A",,"A",,1,1,-2,-2,2,2,-2,-2,2,"A",,3,"A",,"A",,"A",,"A",,"R",4,"R",13,"R",17,"R",23,"R",17,"R",17,"R",0
153108,0,1,0,0,0,0,4,-2,-2,49,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,5,1,0,1,2,1,2,1,2,2,3,1,1,2,"R",883,"R",982,"R",691,"R",858,"R",191,"R",223,"R",1,"R",2,2,"R",21,"R",5,"R",413,"R",99,"R",480,"R",610,"R",430,"R",630,"R",20,"R",27,"R",19,"R",27,"R",19,"R",26,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,176,1,176,1,176,1,176,-2,-2,1,1,"R",25,"A",,"A",,1,1,2,2,1,1,2,2,1,"R",1367,1,"R",20,"R",3013,"R",3132,"A",,"R",192,"R",225,"R",417,"R",1865,"R",1549,"R",414,"R",3
153126,0,1,0,0,0,0,4,-2,-2,30,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,1,1,5,0,0,1,2,1,1,1,1,3,3,1,1,2,"R",212,"R",493,"R",118,"R",274,"R",39,"R",128,"R",2,"R",2,2,"R",6,"R",4,"R",167,"R",100,"B",,"B",,"B",,"B",,"R",19,"R",24,"R",19,"R",25,"R",17,"R",24,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,2,-2,1,190,1,190,1,190,-2,-2,1,1,"R",25,"R",35,"A",,1,1,1,2,1,1,1,2,1,"R",571,2,"A",,"R",2970,"R",3105,"A",,"R",41,"R",130,"R",171,"R",705,"R",392,"R",167,"R",4
153144,0,1,0,0,0,0,4,-2,-2,66,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,1,5,1,0,1,2,1,1,1,2,1,3,1,1,2,"R",685,"R",651,"R",413,"R",530,"R",139,"R",181,"R",0,"R",0,2,"B",,"B",,"R",301,"R",94,"B",,"B",,"B",,"B",,"R",22,"R",27,"R",21,"R",27,"R",21,"R",26,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,176,1,176,1,176,1,176,-2,-2,1,1,"B",,"R",25,"A",,1,1,1,2,1,1,1,2,1,"R",1738,1,"R",19,"R",2720,"R",3060,"A",,"R",139,"R",181,"R",320,"R",1336,"R",943,"R",320,"R",0
153162,0,1,0,0,0,0,4,-2,-2,71,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,5,1,0,1,2,1,2,1,2,1,3,1,1,2,"R",722,"R",833,"R",467,"R",600,"R",149,"R",220,"R",0,"R",0,2,"R",125,"R",34,"R",310,"R",84,"R",560,"R",670,"R",530,"R",660,"R",23,"R",29,"R",23,"R",30,"R",22,"R",28,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,-2,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,354,1,176,1,176,1,176,-2,-2,1,1,"R",25,"A",,"A",,1,1,2,2,1,2,2,2,1,"R",1038,1,"R",20,"R",2825,"R",3210,"A",,"R",149,"R",220,"R",369,"R",1555,"R",1067,"R",369,"R",0
153171,0,1,-2,0,0,0,2,-2,-2,-2,1,1,0,1,0,0,0,0,0,0,0,0,2,0,-2,1,0,-2,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,1,0,1,0,0,3,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,7,1,"R",20,"A",,"A",,1,1,-2,-2,2,2,-2,-2,2,"A",,3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
153214,1,1,-2,1,1,0,1,8,2,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,5,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",,"A",,"A",,1,1,2,-2,1,1,2,1,2,"A",,3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
153241,0,1,0,0,0,0,4,-2,-2,30,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,1,5,0,0,2,2,1,2,1,3,1,3,1,1,2,"R",6,"R",0,"R",4,"R",0,"R",4,"R",0,"R",0,"R",0,2,"R",3,"R",60,"R",0,"R",0,"R",230,"R",500,"R",420,"R",580,"B",,"B",,"B",,"B",,"B",,"B",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,0,0,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,1,"R",25,"A",,"A",,1,1,2,2,1,1,2,2,1,"R",120,1,"R",21,"A",,"A",,"R",2100,"R",4,"R",0,"R",4,"R",6,"R",4,"R",4,"R",0
