unitid,peo1istr,peo2istr,peo3istr,peo4istr,peo5istr,peo6istr,cntlaffi,pubprime,pubsecon,relaffil,level1,level2,level3,level4,level5,level6,level7,level8,level9,level10,level11,level12,fopna,fopna1,fopna2,accrd1,accrd2,regaccrd,accrd3,accrd4,saccr,openadmp,admcon1,admcon2,admcon3,admcon4,admcon5,admcon6,admcon7,admcon8,appdate,"xapplcnm",applcnm,"xapplcnw",applcnw,"xadmssnm",admssnm,"xadmssnw",admssnw,"xenrlftm",enrlftm,"xenrlftw",enrlftw,"xenrlptm",enrlptm,"xenrlptw",enrlptw,satactdt,"xsatnum",satnum,"xsatpct",satpct,"xactnum",actnum,"xactpct",actpct,"xsatvr25",satvr25,"xsatvr75",satvr75,"xsatmt25",satmt25,"xsatmt75",satmt75,"xactcm25",actcm25,"xactcm75",actcm75,"xacten25",acten25,"xacten75",acten75,"xactmt25",actmt25,"xactmt75",actmt75,credits1,credits2,credits3,credits4,slo1,slo2,slo3,slo4,slo5,slo51,slo52,slo53,slo6,slo7,slo8,slo81,slo82,slo83,slo9,yrscoll,stusrv1,stusrv2,stusrv3,stusrv4,stusrv8,stusrv9,libfac,athassoc,assoc1,assoc2,assoc3,assoc4,assoc5,assoc6,sport1,confno1,sport2,confno2,sport3,confno3,sport4,confno4,insttoyr,pctpost,calsys,apfee,"xappfeeu",applfeeu,"xappfeeg",applfeeg,"xappfeep",applfeep,ftstu,ft_ug,ft_ftug,ft_gd,ft_fp,ptstu,pt_ug,pt_ftug,pt_gd,tuitvary,room,"xroomcap",roomcap,board,"xmealswk",mealswk,"xroomamt",roomamt,"xbordamt",boardamt,"xrmbdamt",rmbrdamt,"xenrlm",enrlm,"xenrlw",enrlw,"xenrlt",enrlt,"xapplcn",applcn,"xadmssn",admssn,"xenrlft",enrlft,"xenrlpt",enrlpt
190804,1,0,0,0,0,0,3,-2,-2,-2,1,1,0,0,0,0,0,0,0,0,0,0,2,-2,-2,1,0,-2,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,2,"A",,"A",,"A",,1,1,1,2,2,2,2,2,2,2,2,"A",,3,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
190840,0,1,0,1,1,0,1,5,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,-2,1,1,1,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",,"A",,"A",,1,1,1,2,2,1,1,1,2,1,2,"A",,3,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
190956,0,1,0,0,0,0,3,-2,-2,-2,0,0,1,0,0,0,0,0,0,0,0,0,2,-2,-2,0,0,-2,1,0,2,2,2,2,1,3,1,3,2,3,2,"R",4,"R",16,"R",1,"R",5,"R",1,"R",5,"R",0,"R",0,2,"R",1,"R",17,"R",1,"R",17,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,0,0,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,1,"R",30,"A",,"A",,1,1,1,2,2,1,1,2,2,2,2,"A",,3,"A",,"A",,"A",,"A",,"R",1,"R",5,"R",6,"R",20,"R",6,"R",6,"Z",0
190974,1,0,0,0,0,0,2,-2,-2,-2,0,1,1,0,0,0,0,0,0,0,0,0,2,-2,-2,1,0,-2,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",,"A",,"A",,1,1,1,2,2,1,1,1,2,2,2,"A",,3,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
190983,1,1,1,0,0,0,3,-2,-2,-2,1,0,1,0,1,0,1,0,0,0,0,0,2,-2,-2,1,1,1,1,0,1,2,1,2,1,2,1,3,1,3,2,"R",642,"R",1144,"R",474,"R",844,"R",116,"R",229,"R",1,"R",1,2,"R",311,"R",90,"R",71,"R",20,"R",510,"R",610,"R",520,"R",600,"R",23,"R",28,"R",22,"R",28,"R",22,"R",28,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,2,-2,1,172,2,-2,2,-2,-2,-2,4,1,"R",50,"R",50,"A",,1,1,1,1,2,1,1,1,1,2,1,"R",1063,2,"A",,"R",4750,"R",3100,"A",,"R",117,"R",230,"R",347,"R",1786,"R",1318,"R",345,"R",2
191083,1,1,0,1,1,0,1,2,0,-2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-2,1,1,1,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,1,"R",25,"A",,"A",,1,1,1,2,2,1,1,1,2,1,2,"A",,3,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
191126,0,1,0,0,0,0,1,2,0,-2,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,2,2,4,4,4,1,1,2,1,1,"R",722,"R",3659,"R",253,"R",1312,"R",160,"R",807,"R",12,"R",36,1,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,1,"R",40,"R",40,"A",,1,1,1,1,2,1,1,1,1,1,1,"R",1234,1,"R",20,"R",3658,"R",2600,"A",,"R",172,"R",843,"R",1015,"R",4381,"R",1565,"R",967,"R",48
191153,1,0,0,0,0,0,4,-2,-2,80,1,0,0,0,0,0,0,0,0,0,0,0,2,-2,-2,1,0,-2,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,1,1,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,2,"A",,"A",,"A",,1,1,1,2,2,2,2,2,2,2,2,"A",,3,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
191199,1,1,0,1,1,0,1,5,0,-2,0,1,1,0,0,0,0,0,0,0,0,0,2,-2,-2,1,1,1,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",,"A",,"A",,1,1,1,2,2,1,1,1,2,1,2,"A",,3,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
191205,0,1,1,0,0,0,2,-2,-2,-2,0,0,1,0,1,1,1,1,0,0,0,0,2,-2,-2,1,1,1,1,0,1,2,1,1,1,2,1,1,1,1,2,"R",578,"R",193,"R",433,"R",144,"R",186,"R",62,"R",0,"R",1,2,"R",242,"R",97,"R",3,"R",1,"R",440,"R",520,"R",410,"R",510,"R",18,"R",20,"A",,"A",,"A",,"A",,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,1,"R",25,"R",50,"A",,1,1,1,1,2,1,1,1,1,2,1,"R",104,2,"A",,"R",5900,"R",3180,"A",,"R",186,"R",63,"R",249,"R",771,"R",577,"R",248,"R",1
191241,0,1,0,0,0,0,4,-2,-2,30,0,0,0,0,1,0,1,1,1,1,0,0,2,-2,-2,1,1,1,1,0,1,2,1,2,1,1,1,3,1,1,2,"R",4180,"R",7200,"R",2551,"R",3880,"R",676,"R",1027,"R",11,"R",14,2,"R",1648,"R",95,"R",248,"R",14,"R",530,"R",630,"R",530,"R",630,"R",23,"R",27,"A",,"A",,"A",,"A",,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,128,1,103,1,103,1,103,-2,-2,1,1,"R",50,"R",60,"R",65,1,1,1,1,1,1,1,1,1,2,1,"R",3700,2,"A",,"R",6765,"R",3820,"A",,"R",687,"R",1041,"R",1728,"R",11380,"R",6431,"R",1703,"R",25
191287,1,0,0,1,0,0,2,-2,-2,-2,1,0,0,0,0,0,0,0,0,0,0,0,2,-2,-2,1,0,-2,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,1,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,6,1,"R",100,"A",,"A",,1,1,1,2,2,1,1,1,2,2,2,"A",,3,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
191302,1,1,0,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,-2,-2,1,1,1,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",,"A",,"A",,1,1,1,2,2,1,1,1,2,1,2,"A",,3,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
191311,1,0,0,0,0,0,3,-2,-2,-2,1,0,0,0,0,0,0,0,0,0,0,0,2,-2,-2,1,0,-2,1,0,1,2,3,3,1,3,3,3,3,1,1,"R",125,"R",135,"R",125,"R",135,"R",91,"R",106,"R",34,"R",29,1,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,1,"R",100,"A",,"A",,1,1,1,2,2,1,1,1,2,2,2,"A",,3,"A",,"A",,"A",,"A",,"R",125,"R",135,"R",260,"R",260,"R",260,"R",197,"R",63
191320,0,1,1,0,0,0,4,-2,-2,73,0,0,0,0,0,1,1,0,1,1,1,0,2,-2,-2,1,0,-2,1,0,1,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,0,1,1,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,1,"A",,"R",40,"R",40,1,2,2,1,1,1,2,2,1,2,1,"R",124,1,"R",9,"R",2835,"R",2255,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
191339,1,1,0,1,1,1,1,5,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,-2,-2,1,1,1,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",,"A",,"A",,1,1,1,2,2,1,1,1,2,1,1,"R",300,2,"A",,"R",3270,"R",1750,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
191384,1,0,0,0,0,0,3,-2,-2,-2,0,1,0,0,0,0,0,0,0,0,0,0,2,-2,-2,1,0,-2,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,"A",,"A",,"A",,1,1,1,2,2,2,2,2,2,2,2,"A",,3,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
191393,1,0,0,0,1,0,3,-2,-2,-2,0,1,0,0,0,0,0,0,0,0,0,0,2,-2,-2,1,0,-2,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,"A",,"A",,"A",,1,1,1,2,2,2,2,2,2,2,2,"A",,3,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
191515,0,1,0,0,0,0,3,-2,-2,-2,0,0,0,0,1,0,0,0,0,0,0,0,2,-2,-2,1,1,1,1,0,1,2,1,2,1,2,1,3,1,1,2,"R",2282,"R",2283,"R",729,"R",856,"R",239,"R",252,"R",0,"R",0,2,"R",359,"R",73,"R",7,"R",1,"R",600,"R",700,"R",610,"R",700,"A",,"A",,"A",,"A",,"A",,"A",,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,185,1,185,1,185,1,185,-2,-2,1,1,"R",50,"A",,"A",,1,1,1,2,2,1,1,2,2,2,1,"R",1764,2,"A",,"R",3630,"R",3410,"A",,"R",239,"R",252,"R",491,"R",4565,"R",1585,"R",491,"Z",0
191533,0,1,0,0,0,0,3,-2,-2,-2,0,0,0,0,1,0,0,0,0,0,0,0,2,-2,-2,1,1,1,1,0,1,2,2,2,1,2,1,1,3,2,2,"R",835,"R",1018,"R",712,"R",942,"R",151,"R",224,"B",,"B",,2,"R",263,"R",70,"R",83,"R",22,"R",520,"R",610,"R",510,"R",620,"A",,"A",,"A",,"A",,"A",,"A",,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,-2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,172,1,172,1,172,1,172,-2,-2,4,1,"R",35,"A",,"A",,1,1,1,2,2,1,1,1,2,2,1,"R",1219,1,"R",21,"R",3660,"R",3390,"A",,"R",151,"R",224,"R",375,"R",1853,"R",1654,"R",375,"Z",0
191597,1,1,0,0,0,0,3,-2,-2,-2,0,0,1,0,0,0,0,0,0,0,0,0,2,-2,-2,1,1,1,1,0,1,2,3,3,1,3,1,3,3,3,2,"R",2,"R",25,"R",2,"R",25,"R",2,"R",19,"R",0,"R",6,2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,0,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,2,1,"R",50,"A",,"A",,1,1,1,2,2,1,1,1,2,2,2,"A",,3,"A",,"A",,"A",,"A",,"R",2,"R",25,"R",27,"R",27,"R",27,"R",21,"R",6
191612,1,1,0,1,1,0,1,5,0,-2,0,1,1,0,0,0,0,0,0,0,0,0,2,-2,-2,1,1,1,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",,"A",,"A",,1,1,1,2,2,1,1,1,2,1,2,"A",,2,"A",,"A",,"R",1400,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
191621,1,1,0,0,0,0,4,-2,-2,30,0,0,1,0,1,0,0,0,0,0,0,0,2,-2,-2,1,1,1,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,0,1,0,0,1,1,1,0,0,0,0,0,2,-2,1,115,1,115,1,115,-2,-2,1,1,"R",20,"A",,"A",,1,1,1,2,2,1,1,1,2,2,1,"R",95,1,"R",19,"R",2100,"R",3030,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
191630,0,1,0,0,0,0,3,-2,-2,-2,0,0,0,0,1,0,0,0,0,0,0,0,2,-2,-2,1,1,1,1,0,1,2,3,3,1,1,1,3,1,3,2,"R",1600,"R",1508,"R",973,"R",1064,"R",249,"R",284,"R",0,"R",0,2,"R",521,"R",98,"R",109,"R",20,"R",530,"R",620,"R",540,"R",630,"A",,"A",,"A",,"A",,"A",,"A",,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,-2,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,201,1,201,2,-2,1,201,-2,-2,1,1,"R",45,"A",,"A",,1,1,1,2,2,1,1,1,2,2,1,"R",1515,1,"R",21,"R",3812,"R",3842,"A",,"R",249,"R",284,"R",533,"R",3108,"R",2037,"R",533,"Z",0
191649,0,1,1,1,0,0,3,-2,-2,-2,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,2,1,2,1,1,2,2,1,1,1,"R",5106,"R",6507,"R",3877,"R",5072,"R",939,"R",1039,"R",8,"R",18,1,"R",1937,"R",98,"R",139,"R",7,"R",500,"R",590,"R",510,"R",600,"R",20,"R",25,"A",,"A",,"A",,"A",,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,103,1,110,1,110,1,110,-2,-2,4,1,"R",40,"R",40,"R",60,1,1,1,1,1,1,1,1,1,2,1,"R",4105,2,"A",,"R",5350,"R",3100,"A",,"R",947,"R",1057,"R",2004,"R",11613,"R",8949,"R",1978,"R",26
191676,0,1,0,0,0,0,4,-2,-2,89,0,0,1,0,1,0,0,0,0,0,0,0,2,-2,-2,1,1,1,1,0,1,2,1,1,1,2,1,2,1,1,2,"R",381,"R",825,"R",299,"R",710,"R",89,"R",201,"B",,"B",,2,"R",260,"R",90,"A",,"A",,"R",530,"R",640,"R",520,"R",630,"A",,"A",,"A",,"A",,"A",,"A",,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,0,1,0,0,1,0,2,-2,1,306,2,-2,1,306,-2,-2,1,1,"R",25,"A",,"A",,1,1,1,2,2,1,1,1,2,2,1,"R",1119,1,"R",21,"R",2900,"R",2900,"A",,"R",89,"R",201,"R",290,"R",1206,"R",1009,"R",290,"Z",0
191719,1,1,0,1,0,0,1,5,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,-2,-2,1,1,1,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,1,"R",30,"A",,"A",,1,1,1,2,2,1,1,1,2,1,2,"A",,3,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
191728,1,0,0,0,0,0,2,-2,-2,-2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,-2,1,0,-2,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,1,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,1,"R",50,"A",,"A",,1,1,1,2,2,2,2,2,2,2,2,"A",,3,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
191764,1,1,1,0,1,0,3,-2,-2,-2,0,0,1,0,0,0,0,0,0,0,0,0,2,-2,-2,1,0,-2,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,1,"R",30,"A",,"A",,1,1,1,2,2,1,1,1,2,2,2,"A",,3,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
191834,1,0,0,0,0,0,2,-2,-2,-2,1,1,0,0,0,0,0,0,0,0,0,0,2,-2,-2,1,0,-2,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,1,"R",100,"A",,"A",,1,1,1,2,2,1,1,1,2,2,2,"A",,3,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
191870,1,0,0,0,0,0,2,-2,-2,-2,0,0,1,0,0,0,0,0,0,0,0,0,2,-2,-2,1,0,-2,1,0,1,2,3,3,2,3,3,1,3,3,2,"R",676,"R",1288,"R",354,"R",653,"R",309,"R",584,"R",7,"R",14,2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,1,"R",25,"A",,"A",,1,1,1,2,2,1,1,1,2,2,2,"A",,3,"A",,"A",,"A",,"A",,"R",316,"R",598,"R",914,"R",1964,"R",1007,"R",893,"R",21
191931,0,1,0,0,0,0,4,-2,-2,30,0,0,0,0,1,0,1,1,0,0,0,0,2,-2,-2,1,1,1,1,0,1,2,1,2,1,2,2,3,1,1,2,"R",1501,"R",1817,"R",1042,"R",1251,"R",381,"R",398,"R",12,"R",9,2,"R",703,"R",90,"A",,"A",,"R",500,"R",590,"R",490,"R",590,"A",,"A",,"A",,"A",,"A",,"A",,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,114,1,118,1,118,1,118,-2,-2,1,1,"R",40,"R",25,"A",,1,1,1,1,2,1,1,1,1,2,1,"R",1000,2,"A",,"A",,"A",,"R",9700,"R",393,"R",407,"R",800,"R",3318,"R",2293,"R",779,"R",21
191940,0,1,0,0,0,0,3,-2,-2,-2,0,1,0,0,0,0,0,0,0,0,0,0,2,-2,-2,1,0,-2,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,6,1,"R",25,"A",,"A",,1,1,1,2,2,1,1,1,2,2,2,"A",,3,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
